State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Punjab,64.53,Tvs,Ntorq 125,81310.0,2021,183.0,Petrol,52.36,First,2021.0,Expired,Dealer,51344.48,Metro
Rajasthan,67.02,Tvs,Sport,191079.0,2023,922.0,Hybrid,84.35,First,2023.0,Expired,Dealer,150876.54,Tier 2
Tamil Nadu,68.73,Kawasaki,Ninja 300,239548.0,2015,998.0,Petrol,70.2,Third,2021.0,Not Available,Individual,153335.69,Tier 2
Maharashtra,66.67,Bajaj,Ct 100,214957.0,2024,468.0,Electric,62.73,Second,2024.0,Not Available,Dealer,168102.67,Tier 1
Delhi,34.29,Bajaj,Ct 100,353274.0,2017,126.0,Petrol,26.78,Second,2024.0,Not Available,Individual,193412.28,Tier 3
Gujarat,25.53,Ktm,Rc 390,128895.0,2022,976.0,Petrol,48.38,First,2022.0,Expired,Individual,91534.15,Tier 3
Maharashtra,77.95,Royal Enfield,Meteor 350,349740.0,2022,970.0,Petrol,58.28,Second,2022.0,Expired,Individual,175038.79,Metro
Delhi,19.95,Hero,Passion Pro,111091.0,2015,660.0,Electric,90.34,Second,2021.0,Active,Individual,47923.1,Tier 3
Madhya Pradesh,23.88,Royal Enfield,Classic 350,157607.0,2018,953.0,Hybrid,95.16,Second,2023.0,Active,Individual,101656.91,Tier 2
Rajasthan,31.1,Kawasaki,Ninja 400,113943.0,2023,584.0,Petrol,43.68,Second,2023.0,Not Available,Individual,77475.03,Tier 2
Punjab,37.41,Ktm,390 Adventure,111237.0,2021,769.0,Hybrid,65.42,Second,2021.0,Not Available,Individual,48325.95,Tier 2
Gujarat,23.86,Kawasaki,Ninja 300,380120.0,2015,442.0,Petrol,58.37,Second,2023.0,Not Available,Individual,301390.02,Metro
Tamil Nadu,46.46,Royal Enfield,Himalayan,58807.0,2023,831.0,Hybrid,62.23,Second,2023.0,Not Available,Individual,35051.22,Tier 3
Gujarat,32.57,Bajaj,Platina 110,95632.0,2024,710.0,Electric,99.24,Second,2024.0,Not Available,Individual,42720.82,Tier 3
Punjab,57.99,Royal Enfield,Hunter 350,135387.0,2018,763.0,Hybrid,63.66,Second,2022.0,Expired,Dealer,94331.83,Metro
Punjab,27.37,Royal Enfield,Himalayan,79419.0,2021,348.0,Electric,83.29,First,2021.0,Expired,Dealer,133472.89,Tier 2
Uttar Pradesh,30.49,Royal Enfield,Himalayan,209522.0,2017,387.0,Electric,73.11,Second,2021.0,Not Available,Individual,109305.63,Tier 2
Karnataka,48.31,Bajaj,Avenger 220,240191.0,2024,377.0,Electric,90.19,Second,2024.0,Expired,Dealer,100011.62,Metro
Rajasthan,44.39,Royal Enfield,Classic 350,163173.0,2015,957.0,Petrol,53.98,Third,2024.0,Active,Dealer,85664.01,Metro
West Bengal,18.58,Kawasaki,Versys 650,270588.0,2019,941.0,Petrol,29.85,Second,2021.0,Not Available,Dealer,191804.11,Tier 3
Rajasthan,65.66,Kawasaki,Vulcan S,374256.0,2022,744.0,Electric,67.63,Second,2023.0,Expired,Individual,226733.04295161535,Tier 1
Delhi,12.3,Bajaj,Platina 110,322421.0,2021,835.0,Petrol,57.8,Second,2023.0,Expired,Dealer,199063.02,Tier 3
Rajasthan,48.58,Royal Enfield,Interceptor 650,352490.0,2015,309.0,Hybrid,85.44,Third,2024.0,Active,Individual,281413.18,Tier 2
Rajasthan,76.19,Yamaha,Ray Zr,354856.0,2024,374.0,Petrol,26.89,Second,2024.0,Active,Dealer,212500.28,Tier 2
Maharashtra,7.99,Honda,Shine,316380.0,2018,953.0,Petrol,30.41,Second,2024.0,Not Available,Individual,166804.08,Metro
Tamil Nadu,36.5,Kawasaki,Z650,259743.0,2024,922.0,Petrol,31.21,Second,2024.0,Active,Dealer,144445.4,Tier 2
Delhi,49.77,Hero,Passion Pro,215022.0,2021,890.0,Electric,61.11,Second,2021.0,Expired,Dealer,114869.72,Metro
Karnataka,76.78,Kawasaki,Versys 650,227755.0,2019,447.0,Hybrid,75.58,Third,2023.0,Expired,Dealer,172778.11,Tier 1
West Bengal,33.73,Bajaj,Platina 110,277137.0,2021,281.0,Hybrid,62.05,Second,2023.0,Active,Individual,188778.56,Tier 2
Rajasthan,53.39,Ktm,390 Adventure,365570.0,2023,492.0,Hybrid,85.3,Second,2023.0,Active,Individual,200681.47,Tier 1
Rajasthan,76.92,Honda,Dio,103418.0,2023,961.0,Hybrid,61.55,First,2023.0,Active,Dealer,80402.38,Tier 2
West Bengal,32.88,Hero,Passion Pro,272661.0,2021,708.0,Hybrid,80.37,Second,2021.0,Not Available,Individual,125655.31,Tier 1
Tamil Nadu,79.01,Yamaha,Fascino 125,361958.0,2022,912.0,Petrol,32.64,Second,2024.0,Active,Individual,165052.51,Tier 1
Uttar Pradesh,27.3,Tvs,Sport,138742.0,2020,274.0,Hybrid,95.15,Second,2024.0,Active,Dealer,69292.6,Metro
Gujarat,43.45,Tvs,Apache Rtr 160,185568.0,2024,686.0,Hybrid,60.92,Third,2024.0,Not Available,Dealer,86459.33350608272,Tier 3
Punjab,78.29,Yamaha,Fz V3,291125.0,2020,307.0,Electric,68.92,Second,2022.0,Not Available,Individual,133472.89,Tier 2
Rajasthan,12.67,Bajaj,Avenger 220,254861.0,2019,198.0,Petrol,54.07,Third,2023.0,Not Available,Dealer,144884.07,Metro
West Bengal,35.78,Honda,Cbr 650R,284919.0,2017,605.0,Hybrid,91.37,Second,2024.0,Active,Dealer,227321.7,Tier 2
Madhya Pradesh,8.89,Kawasaki,Versys 650,237648.0,2020,472.0,Electric,82.41,Second,2023.0,Expired,Individual,185487.79,Tier 2
Maharashtra,16.46,Kawasaki,Versys 650,383293.0,2024,943.0,Petrol,70.2,Third,2024.0,Active,Dealer,216469.19,Metro
Punjab,17.28,Bajaj,Avenger 220,286039.0,2023,502.0,Electric,60.62,Third,2023.0,Not Available,Dealer,135541.11,Tier 2
Maharashtra,26.67,Yamaha,Fascino 125,231546.0,2019,287.0,Hybrid,82.12,Second,2024.0,Active,Individual,122629.45,Tier 1
Delhi,33.37,Honda,Unicorn,180324.0,2021,732.0,Hybrid,74.57,Second,2021.0,Not Available,Individual,88890.07,Tier 1
Punjab,60.98,Yamaha,R15 V4,338016.0,2024,552.0,Electric,67.89,Second,2024.0,Expired,Dealer,197760.78,Tier 2
West Bengal,37.11,Yamaha,Ray Zr,119891.0,2024,994.0,Petrol,32.24,Second,2024.0,Expired,Dealer,50293.58,Tier 2
Gujarat,7.79,Kawasaki,Versys 650,178578.0,2017,407.0,Hybrid,73.95,Second,2024.0,Active,Dealer,135730.3,Tier 1
Tamil Nadu,60.56,Tvs,Apache Rtr 160,250242.0,2023,292.0,Petrol,27.08,Second,2024.0,Active,Dealer,143140.32,Tier 1
West Bengal,55.8,Hero,Passion Pro,63773.0,2022,338.0,Petrol,39.89,Second,2023.0,Active,Dealer,35024.42,Tier 2
Gujarat,13.79,Yamaha,Mt-15,316395.0,2020,542.0,Electric,98.41,Third,2021.0,Active,Individual,143080.03,Tier 3
Delhi,38.61,Honda,Dio,256274.0,2021,438.0,Petrol,51.91,Second,2021.0,Active,Individual,148424.54,Tier 1
Uttar Pradesh,6.64,Bajaj,Dominar 400,273272.0,2024,354.0,Hybrid,70.95,First,2024.0,Active,Individual,147562.71,Tier 3
Karnataka,66.72,Yamaha,Ray Zr,121384.0,2019,132.0,Petrol,33.71,Second,2024.0,Expired,Individual,67718.15,Tier 1
Delhi,69.63,Hero,Xtreme 160R,396650.0,2022,615.0,Petrol,25.89,Third,2024.0,Expired,Individual,204320.46,Tier 3
Delhi,53.34,Ktm,250 Duke,98145.0,2022,751.0,Petrol,38.6,Second,2022.0,Not Available,Individual,133472.89,Tier 2
Madhya Pradesh,72.99,Royal Enfield,Hunter 350,197390.0,2019,237.0,Hybrid,88.97,Second,2024.0,Active,Dealer,96668.26,Metro
Tamil Nadu,66.69,Ktm,125 Duke,140336.0,2024,141.0,Hybrid,76.53,Second,2024.0,Not Available,Dealer,66220.43,Tier 2
Maharashtra,34.17,Yamaha,Fz V3,366452.0,2024,258.0,Electric,62.29,Second,2024.0,Expired,Dealer,284051.65,Metro
Punjab,7.21,Hero,Glamour,166340.0,2021,218.0,Electric,97.5,Second,2024.0,Expired,Dealer,79033.39,Tier 1
Maharashtra,49.56,Hero,Hf Deluxe,220062.0,2022,156.0,Hybrid,85.24,Second,2022.0,Not Available,Dealer,97070.7,Metro
Gujarat,11.8,Kawasaki,Ninja 300,355312.0,2015,303.0,Hybrid,63.93,Third,2023.0,Not Available,Individual,249751.73,Tier 1
Maharashtra,55.06,Bajaj,Platina 110,235608.0,2024,852.0,Electric,60.37,Third,2024.0,Not Available,Individual,174125.5,Tier 3
Gujarat,63.63,Bajaj,Pulsar 150,314313.0,2023,824.0,Hybrid,81.88,Second,2023.0,Expired,Dealer,164523.1,Metro
Gujarat,29.21,Tvs,Jupiter,244561.0,2017,211.0,Hybrid,84.36,Third,2023.0,Expired,Dealer,187052.68,Tier 2
Karnataka,54.79,Bajaj,Platina 110,369718.0,2019,1000.0,Hybrid,88.08,Second,2023.0,Expired,Dealer,188942.11,Tier 3
Rajasthan,36.95,Ktm,125 Duke,68834.0,2024,474.0,Petrol,39.72,Second,2024.0,Not Available,Individual,51187.66,Tier 2
West Bengal,79.48,Ktm,Rc 390,85660.0,2015,282.0,Hybrid,62.34,Second,2022.0,Expired,Dealer,34329.64,Tier 2
Delhi,69.17,Yamaha,Ray Zr,237699.0,2020,400.0,Petrol,44.73,Second,2024.0,Active,Dealer,167101.95,Metro
Uttar Pradesh,25.84,Tvs,Sport,201708.0,2021,391.0,Electric,93.04,Third,2024.0,Active,Individual,111342.11,Metro
Karnataka,46.96,Tvs,Sport,147283.0,2023,782.0,Petrol,48.43,Second,2024.0,Active,Dealer,80307.24,Metro
Madhya Pradesh,66.34,Ktm,390 Adventure,81486.0,2023,657.0,Electric,94.61,Second,2023.0,Active,Individual,58251.64,Tier 2
Tamil Nadu,42.86,Kawasaki,Ninja 400,184592.0,2024,809.0,Petrol,25.76,Second,2024.0,Expired,Individual,125544.16,Tier 2
Tamil Nadu,64.66,Bajaj,Dominar 400,198473.0,2020,192.0,Petrol,32.17,Second,2022.0,Not Available,Dealer,120041.11497305754,Metro
Punjab,14.32,Kawasaki,Vulcan S,213876.0,2024,546.0,Petrol,28.96,Second,2024.0,Expired,Individual,100128.58,Tier 1
Tamil Nadu,68.08,Bajaj,Avenger 220,340899.0,2017,557.0,Electric,74.35,Third,2024.0,Active,Dealer,261636.47,Metro
Uttar Pradesh,60.51,Tvs,Ntorq 125,307281.0,2015,772.0,Petrol,59.0,Second,2024.0,Active,Individual,224487.45,Tier 1
Punjab,45.21,Kawasaki,Versys 650,116931.0,2023,559.0,Hybrid,89.99,Second,2023.0,Not Available,Individual,62836.51,Tier 3
Karnataka,65.16,Yamaha,Mt-15,227353.0,2024,760.0,Petrol,56.25,Second,2024.0,Not Available,Dealer,136190.79,Tier 3
Tamil Nadu,7.32,Yamaha,Mt-15,101063.0,2018,272.0,Petrol,50.64,Second,2024.0,Not Available,Dealer,80662.61,Tier 1
Karnataka,74.13,Bajaj,Ct 100,228463.0,2024,494.0,Hybrid,89.72,Second,2024.0,Active,Dealer,138048.79,Tier 1
Karnataka,11.56,Yamaha,R15 V4,332264.0,2019,615.0,Petrol,57.2,Second,2024.0,Active,Dealer,240777.44,Tier 1
Delhi,14.06,Royal Enfield,Interceptor 650,159747.0,2021,120.0,Electric,83.5,Second,2021.0,Not Available,Dealer,133472.89,Tier 3
Punjab,53.03,Honda,Unicorn,375431.0,2021,584.0,Electric,67.0,Second,2021.0,Active,Individual,291864.15,Tier 3
Maharashtra,39.83,Kawasaki,Z650,190521.0,2024,937.0,Hybrid,91.04,Second,2024.0,Active,Dealer,93340.86,Tier 1
West Bengal,23.98,Hero,Splendor Plus,147271.0,2017,639.0,Electric,91.83,Second,2024.0,Not Available,Dealer,83891.08,Tier 2
Uttar Pradesh,42.69,Honda,Dio,309056.0,2017,889.0,Petrol,31.65,Third,2024.0,Active,Individual,130293.63,Metro
West Bengal,21.21,Kawasaki,Z650,299635.0,2021,442.0,Electric,60.05,First,2021.0,Active,Individual,124533.05,Metro
Uttar Pradesh,66.63,Yamaha,Ray Zr,250917.0,2024,351.0,Hybrid,69.91,Second,2024.0,Expired,Individual,107393.44,Tier 3
West Bengal,72.51,Yamaha,R15 V4,244678.0,2022,791.0,Electric,90.99,Second,2022.0,Expired,Dealer,127260.4,Tier 2
Karnataka,69.46,Royal Enfield,Classic 350,394753.0,2020,543.0,Petrol,48.89,Second,2024.0,Active,Individual,133472.89,Metro
West Bengal,12.22,Kawasaki,Ninja 300,200256.0,2022,276.0,Petrol,41.17,Second,2022.0,Active,Dealer,111280.82,Tier 2
West Bengal,43.27,Ktm,250 Duke,299235.0,2023,763.0,Hybrid,87.1,Second,2023.0,Not Available,Individual,131319.74,Metro
Rajasthan,15.12,Kawasaki,Versys 650,142557.0,2023,215.0,Petrol,39.9,Second,2023.0,Active,Dealer,133472.89,Metro
West Bengal,75.33,Hero,Xtreme 160R,55640.0,2018,718.0,Hybrid,97.3,Second,2024.0,Expired,Dealer,29816.47,Tier 3
Punjab,6.61,Yamaha,Mt-15,267027.0,2023,406.0,Electric,76.6,Second,2023.0,Active,Individual,163457.04,Tier 1
Tamil Nadu,32.49,Kawasaki,Versys 650,210767.0,2022,583.0,Electric,84.56,First,2022.0,Active,Individual,99910.48,Metro
Rajasthan,42.14,Bajaj,Platina 110,188928.0,2022,635.0,Petrol,50.62,Second,2022.0,Expired,Individual,94628.82,Tier 2
Rajasthan,30.14,Kawasaki,Ninja 300,125149.0,2024,417.0,Petrol,33.05,First,2024.0,Expired,Dealer,56251.7,Tier 1
Maharashtra,57.39,Yamaha,Ray Zr,348995.0,2024,166.0,Hybrid,95.41,Second,2024.0,Expired,Individual,182835.76,Metro
West Bengal,53.57,Hero,Glamour,311129.0,2021,185.0,Electric,70.2,Second,2021.0,Expired,Individual,162475.35,Metro
Punjab,5.77,Ktm,250 Duke,141723.0,2019,958.0,Electric,79.32,Second,2024.0,Active,Individual,66849.6,Tier 3
Karnataka,24.95,Kawasaki,Z650,359914.0,2024,831.0,Petrol,48.98,Third,2024.0,Not Available,Individual,158170.49,Metro
West Bengal,18.04,Yamaha,Ray Zr,114279.0,2016,738.0,Electric,71.57,Second,2023.0,Active,Dealer,82101.06,Tier 2
Maharashtra,6.04,Yamaha,Mt-15,150542.0,2022,118.0,Electric,99.73,Second,2022.0,Not Available,Individual,74962.66,Tier 2
Uttar Pradesh,30.67,Hero,Passion Pro,187367.0,2019,410.0,Petrol,57.78,Third,2023.0,Not Available,Individual,97343.16,Tier 3
Punjab,65.91,Kawasaki,Z650,67921.0,2022,114.0,Electric,71.65,Second,2022.0,Expired,Individual,45000.44,Tier 2
Tamil Nadu,75.71,Ktm,125 Duke,391435.0,2023,775.0,Hybrid,88.01,Second,2024.0,Active,Individual,200956.7,Tier 1
Punjab,28.92,Ktm,Rc 390,352132.0,2022,858.0,Hybrid,64.9,Second,2022.0,Not Available,Dealer,163764.7,Tier 3
Karnataka,50.38,Yamaha,R15 V4,242201.0,2023,126.0,Electric,73.31,Second,2024.0,Expired,Individual,120081.92,Tier 2
Punjab,69.72,Bajaj,Platina 110,176500.0,2021,637.0,Petrol,41.9,Second,2024.0,Expired,Individual,88270.3,Metro
Rajasthan,20.82,Ktm,390 Adventure,303416.0,2023,718.0,Hybrid,74.1,First,2023.0,Active,Individual,157281.93,Tier 2
Gujarat,19.75,Bajaj,Dominar 400,108808.0,2023,938.0,Hybrid,66.33,First,2023.0,Active,Dealer,46050.93,Tier 2
Maharashtra,49.77,Kawasaki,Ninja 300,235249.0,2017,862.0,Hybrid,94.39,Second,2022.0,Expired,Individual,101225.26,Tier 3
Maharashtra,33.55,Bajaj,Ct 100,253253.0,2024,224.0,Petrol,48.77,Second,2024.0,Active,Individual,123617.61,Metro
Maharashtra,30.78,Tvs,Ronin,267587.0,2024,751.0,Hybrid,65.5,Second,2024.0,Not Available,Individual,202501.37,Metro
Karnataka,36.25,Honda,Shine,50169.0,2022,921.0,Hybrid,76.13,Second,2022.0,Active,Individual,26040.86,Metro
Delhi,10.6,Kawasaki,Ninja 400,320738.0,2019,980.0,Hybrid,67.35,Second,2023.0,Not Available,Dealer,234411.32,Tier 1
Rajasthan,28.79,Hero,Hf Deluxe,145289.0,2023,109.0,Electric,82.43,Second,2023.0,Active,Dealer,80923.04,Metro
Tamil Nadu,45.54,Tvs,Apache Rtr 160,351099.0,2020,791.0,Petrol,70.2,Second,2022.0,Expired,Dealer,159531.97,Tier 3
Gujarat,6.27,Honda,Activa,388769.0,2015,744.0,Hybrid,72.46,Second,2023.0,Active,Individual,225822.06,Metro
Gujarat,50.23,Yamaha,R15 V4,393799.0,2022,125.0,Hybrid,66.12,Second,2022.0,Active,Individual,172941.45,Tier 3
Uttar Pradesh,57.92,Bajaj,Ct 100,268746.0,2024,401.0,Electric,66.6,First,2024.0,Active,Dealer,109998.46,Metro
Gujarat,26.69,Tvs,Sport,303407.0,2024,197.0,Petrol,28.81,Second,2024.0,Expired,Dealer,144319.09,Tier 3
Rajasthan,61.46,Yamaha,Fz V3,62735.0,2024,403.0,Electric,67.0,First,2024.0,Not Available,Individual,133472.89,Tier 2
West Bengal,42.995,Hero,Splendor Plus,226589.0,2023,561.0,Petrol,38.73,Second,2024.0,Not Available,Dealer,147383.33,Metro
Gujarat,78.73,Yamaha,Fz V3,82411.0,2024,935.0,Hybrid,86.76,Second,2024.0,Expired,Dealer,45607.08,Tier 2
Gujarat,54.46,Yamaha,Fz V3,211854.0,2020,527.0,Petrol,54.17,Third,2022.0,Active,Individual,128000.17,Metro
Uttar Pradesh,47.2,Royal Enfield,Meteor 350,263443.0,2015,185.0,Petrol,36.38,Second,2023.0,Expired,Individual,108772.08,Tier 2
Punjab,19.32,Ktm,250 Duke,302815.0,2024,101.0,Hybrid,81.45,Second,2024.0,Not Available,Dealer,136795.72,Metro
Maharashtra,58.25,Tvs,Ntorq 125,112087.0,2017,576.0,Electric,84.05,Second,2023.0,Expired,Dealer,61075.17,Tier 1
Rajasthan,68.01,Yamaha,Ray Zr,111830.0,2022,873.0,Hybrid,75.49,Second,2024.0,Not Available,Individual,77213.83,Tier 3
Madhya Pradesh,59.03,Kawasaki,Z650,148236.0,2021,171.0,Hybrid,94.86,Third,2023.0,Expired,Dealer,82397.97,Tier 3
Uttar Pradesh,34.44,Ktm,Duke 200,286541.0,2023,576.0,Electric,64.57,Second,2024.0,Active,Individual,224877.65,Tier 1
Tamil Nadu,19.94,Bajaj,Dominar 400,338213.0,2022,799.0,Electric,86.11,Second,2024.0,Active,Individual,232549.64,Tier 2
Gujarat,22.05,Honda,Activa,107765.0,2022,874.0,Electric,93.26,Third,2024.0,Active,Individual,63132.43,Metro
Maharashtra,76.13,Ktm,Duke 200,151962.0,2024,751.0,Electric,91.11,First,2024.0,Not Available,Individual,95715.2,Tier 3
Madhya Pradesh,41.32,Royal Enfield,Himalayan,385666.0,2019,784.0,Electric,95.04,Second,2024.0,Not Available,Individual,133472.89,Metro
Maharashtra,31.96,Bajaj,Platina 110,168142.0,2024,294.0,Hybrid,74.08,Second,2024.0,Not Available,Dealer,79268.98,Tier 3
Punjab,6.46,Bajaj,Dominar 400,156247.0,2022,540.0,Petrol,59.24,First,2022.0,Not Available,Individual,98487.9,Tier 1
Karnataka,74.18,Hero,Xtreme 160R,288733.0,2019,948.0,Electric,66.38,Second,2021.0,Not Available,Dealer,226083.0,Metro
Delhi,27.69,Honda,Dio,210448.0,2022,830.0,Hybrid,88.64,Third,2023.0,Active,Dealer,129726.0,Tier 1
Rajasthan,68.27,Bajaj,Pulsar 150,150615.0,2020,431.0,Hybrid,73.59,Second,2024.0,Active,Individual,119462.41,Metro
Karnataka,71.58,Kawasaki,Versys 650,90412.0,2021,469.0,Petrol,26.51,Second,2021.0,Active,Individual,43390.01,Tier 3
Maharashtra,36.61,Honda,Cbr 650R,202614.0,2018,223.0,Electric,81.74,Second,2022.0,Not Available,Dealer,125879.01,Tier 1
Punjab,15.59,Ktm,Duke 200,120491.0,2021,100.0,Electric,72.77,First,2021.0,Expired,Individual,69487.59,Tier 3
Uttar Pradesh,24.85,Yamaha,R15 V4,384636.0,2022,462.0,Electric,89.88,Third,2022.0,Active,Individual,264244.7,Tier 3
Uttar Pradesh,14.99,Yamaha,Mt-15,245570.0,2020,697.0,Electric,61.47,Second,2022.0,Active,Dealer,100805.93,Tier 2
Madhya Pradesh,64.66,Kawasaki,Vulcan S,192716.0,2023,469.0,Electric,88.39,First,2023.0,Not Available,Individual,99525.66,Tier 1
Madhya Pradesh,33.51,Tvs,Apache Rtr 160,177076.0,2022,846.0,Electric,76.21,Second,2022.0,Active,Dealer,119438.61,Metro
Gujarat,77.95,Hero,Passion Pro,133614.0,2017,672.0,Petrol,31.54,Second,2022.0,Not Available,Dealer,95693.74,Tier 2
West Bengal,30.16,Yamaha,Fz V3,234545.0,2023,919.0,Petrol,70.2,Second,2023.0,Active,Dealer,129215.29,Metro
Rajasthan,19.4,Hero,Splendor Plus,263828.0,2022,397.0,Hybrid,78.94,Second,2022.0,Not Available,Dealer,180753.16,Tier 2
Uttar Pradesh,52.03,Royal Enfield,Interceptor 650,69678.0,2018,913.0,Hybrid,95.6,Second,2023.0,Expired,Dealer,42500.54,Metro
Maharashtra,18.69,Yamaha,R15 V4,207133.0,2019,972.0,Electric,64.42,Second,2021.0,Expired,Dealer,96567.04,Tier 2
Rajasthan,18.41,Royal Enfield,Hunter 350,354067.0,2024,969.0,Hybrid,77.75,Third,2024.0,Active,Individual,227412.05,Tier 2
Karnataka,20.29,Kawasaki,Vulcan S,384188.0,2020,204.0,Petrol,30.95,Second,2023.0,Expired,Dealer,241387.88,Tier 3
West Bengal,39.01,Kawasaki,Ninja 400,241888.0,2021,887.0,Electric,98.44,First,2021.0,Active,Individual,98444.99,Metro
Delhi,77.88,Ktm,125 Duke,200947.0,2023,613.0,Petrol,46.92,Second,2023.0,Not Available,Dealer,104005.02,Tier 2
Madhya Pradesh,51.37,Yamaha,Mt-15,158570.0,2023,569.0,Electric,66.89,Second,2023.0,Expired,Individual,114894.8,Tier 3
Uttar Pradesh,52.0,Bajaj,Ct 100,154358.0,2017,671.0,Hybrid,74.52,Second,2021.0,Not Available,Dealer,65306.95,Tier 3
Madhya Pradesh,29.33,Hero,Glamour,190712.0,2022,128.0,Petrol,52.84,Second,2024.0,Active,Individual,128738.71,Tier 1
Maharashtra,62.84,Bajaj,Avenger 220,368964.0,2019,560.0,Electric,63.04,Second,2022.0,Active,Dealer,208616.03,Tier 2
Karnataka,21.88,Royal Enfield,Himalayan,189612.0,2015,198.0,Petrol,41.89,Third,2024.0,Active,Individual,96260.62,Metro
West Bengal,77.67,Royal Enfield,Himalayan,72937.0,2024,911.0,Hybrid,94.33,Second,2024.0,Expired,Dealer,55519.91,Tier 2
Uttar Pradesh,33.24,Honda,Dio,351708.0,2020,493.0,Hybrid,81.87,Second,2024.0,Expired,Individual,194733.53,Tier 2
Karnataka,18.41,Ktm,125 Duke,324386.0,2022,352.0,Petrol,45.04,Second,2024.0,Not Available,Dealer,133472.89,Tier 2
Punjab,8.18,Ktm,125 Duke,130422.0,2017,295.0,Hybrid,89.68,Second,2021.0,Active,Dealer,72133.47,Tier 1
West Bengal,53.12,Tvs,Jupiter,371848.0,2019,654.0,Petrol,41.67,Second,2021.0,Expired,Dealer,179337.38,Tier 3
Delhi,73.47,Tvs,Apache Rtr 160,352851.0,2020,309.0,Electric,62.34,Second,2022.0,Active,Dealer,255501.27,Metro
Madhya Pradesh,68.88,Tvs,Sport,221970.0,2016,787.0,Hybrid,91.28,Third,2022.0,Not Available,Dealer,160567.18,Tier 3
Madhya Pradesh,39.96,Honda,Shine,267534.0,2015,390.0,Electric,80.65,Third,2023.0,Expired,Individual,161701.18,Metro
Rajasthan,35.52,Ktm,Rc 390,127352.0,2023,580.0,Hybrid,67.57,Second,2024.0,Expired,Dealer,88405.99,Tier 2
Madhya Pradesh,48.54,Yamaha,Ray Zr,333836.0,2019,939.0,Electric,70.2,Second,2023.0,Expired,Individual,133472.89,Metro
West Bengal,49.29,Royal Enfield,Himalayan,352253.0,2019,177.0,Hybrid,86.69,Second,2021.0,Active,Individual,149349.45,Tier 1
West Bengal,79.59,Kawasaki,Z650,196913.0,2023,403.0,Hybrid,85.41,Second,2023.0,Expired,Dealer,135630.87,Tier 2
Delhi,76.14,Royal Enfield,Hunter 350,302081.0,2017,696.0,Hybrid,77.12,Second,2021.0,Not Available,Individual,214488.75,Tier 3
Rajasthan,74.97,Ktm,125 Duke,381533.0,2017,382.0,Petrol,33.04,Second,2024.0,Expired,Individual,133472.89,Tier 3
Punjab,62.6,Kawasaki,Ninja 400,395526.0,2024,201.0,Hybrid,95.76,Third,2024.0,Not Available,Dealer,271576.04,Tier 1
Delhi,22.84,Honda,Shine,238947.0,2017,142.0,Hybrid,73.03,Second,2022.0,Expired,Individual,99843.92,Tier 2
Karnataka,66.66,Ktm,390 Adventure,52554.0,2024,605.0,Petrol,37.15,First,2024.0,Active,Dealer,24337.23,Tier 3
Madhya Pradesh,79.85,Yamaha,Fz V3,146837.0,2024,410.0,Hybrid,60.68,Third,2024.0,Expired,Dealer,113023.18,Tier 2
Karnataka,12.91,Bajaj,Platina 110,315743.0,2021,635.0,Petrol,25.63,Second,2021.0,Not Available,Dealer,152961.29,Tier 2
Tamil Nadu,58.18,Honda,Cbr 650R,50839.0,2022,534.0,Hybrid,79.25,Second,2022.0,Expired,Individual,23580.7,Tier 1
Maharashtra,19.58,Bajaj,Platina 110,187805.0,2021,695.0,Electric,79.86,Third,2023.0,Active,Dealer,96715.1,Tier 3
Maharashtra,59.66,Ktm,250 Duke,50447.0,2022,338.0,Electric,88.9,Second,2023.0,Expired,Dealer,34436.06,Metro
West Bengal,42.5,Bajaj,Avenger 220,257246.0,2021,490.0,Hybrid,70.2,Second,2024.0,Expired,Individual,133472.89,Tier 1
Punjab,64.34,Tvs,Ronin,120481.0,2018,721.0,Hybrid,64.09,Second,2024.0,Not Available,Dealer,88606.8,Tier 2
Rajasthan,78.04,Royal Enfield,Hunter 350,352812.0,2021,930.0,Petrol,26.67,First,2021.0,Not Available,Dealer,244463.0,Metro
Tamil Nadu,12.97,Honda,Shine,64422.0,2021,622.0,Petrol,34.13,Second,2024.0,Active,Dealer,30673.46,Tier 1
West Bengal,39.85,Hero,Splendor Plus,138954.0,2018,834.0,Electric,78.82,Second,2022.0,Active,Individual,82183.87,Tier 2
Rajasthan,7.26,Royal Enfield,Interceptor 650,223508.0,2023,1000.0,Hybrid,74.91,Second,2024.0,Not Available,Dealer,141111.88,Tier 1
Maharashtra,25.52,Ktm,250 Duke,340286.0,2018,438.0,Electric,65.19,Second,2021.0,Active,Individual,163750.28,Tier 1
Rajasthan,5.77,Ktm,Rc 390,162194.0,2022,926.0,Electric,81.55,Second,2023.0,Not Available,Dealer,101100.26,Metro
Uttar Pradesh,51.78,Tvs,Ntorq 125,203334.0,2023,372.0,Hybrid,70.2,Second,2023.0,Expired,Individual,82900.6,Tier 2
Delhi,79.36,Tvs,Sport,55016.0,2023,986.0,Petrol,48.85,Third,2023.0,Expired,Individual,31867.78,Tier 2
Uttar Pradesh,6.98,Yamaha,Fascino 125,326520.0,2015,472.0,Petrol,47.24,Second,2024.0,Active,Individual,198438.6,Metro
